PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,Label
0.005254820801315349,-0.0055101807189825375,-0.018154884419891378,0.0016679282727952635,-0.01024160309104478,-0.006870014576673043,-0.014130914607036367,-0.0018048911110092561,-0.005253081673518659,-0.015241632636465241,-0.0053316625585977905,-0.011530848149845806,-0.018326463274708295,-0.007330786228224417,-0.011509771082427624,0.0009600118755891501,0.0006905024767426102,0.0023018285034173145,0.0034988083451931323,-0.01474074177286284,0.005317333634078089,-0.032185500340672975,-0.01929300949665213,0.006466322955626432,0.009638744571390556,-0.03810584383173149,-0.017684524395055426,-0.054439381424936165,0.0018592559714205841,0.024223259245104895,-0.010108725162318677,0.04589869885655769,0.1323216366916492,-0.03569990683156944,-0.024788071224549516,0.1323546455405986,0.008250688890151613,0.004285927843648157,0.011761079147582567,-0.06023012246828905,0.04261073746464729,-0.07070696050789586,0.007734535223601661,0.0012707203313847013,-0.04820487793507154,0.030873714194114152,0.12200915368719581,0.07866083766620571,-0.05129686517790556,-0.037666414911736286,0
0.0004196959972610621,-0.005479707930836288,-0.009290969376485863,-0.003257390554233253,-0.011242914982681448,-0.004500605563344882,-0.007091048204357055,0.0004598904522983218,-0.0015064648214607697,-0.0002198147956800876,0.0026986901806830554,0.001004004533221793,-0.012531511837838422,-0.010304333233452735,-0.006081953605180728,0.0018826410551819675,-0.006474254083496208,-0.007275066319397748,-0.005194144861528474,-0.0017083998725340162,0.00045054232692910484,-0.005661537294663135,0.0008398536116150972,0.002031093875116167,0.0021303453986491693,-0.006218170048302322,-0.0014542349431810066,-0.0042613575279466945,0.00671540665448357,-0.006107268910335829,0.0031080936333941966,-0.005014148400283098,-0.006190781958543781,-0.00044592510290843114,-0.0016595001937532638,-0.008490818003787034,-0.00037707117031340784,0.004060654135968831,-0.006996471670393454,0.0031247569798731317,0.0011649133263785978,-0.002835150203251006,-0.0017587708676360227,0.0061972140515236425,-0.004862006396872989,0.0018476916363723889,-0.002631014944202981,-0.003528339859243705,-0.00649461708046193,-0.012482796885345723,1
-0.009168918321842452,-0.017474807117252283,0.004784172614712596,0.0027342074491334824,-0.004549924994029902,-0.01071692518470274,-0.022058669643172345,0.0035922470251274615,-0.008545393873697812,0.1821773894932818,0.027221474871912923,-0.13588413409590308,0.17171901375168358,-0.07872291845168324,-0.07264819969871066,-0.014570729043294936,-0.03201296678357357,-0.01969600336781553,0.010462790739559264,-0.018086213225442224,-0.03721565917657301,0.01602149379421795,-0.024172541627828996,-0.022065786269589452,0.014438235312852129,0.0006837781303744551,-0.05117258867970099,-0.020809755440033398,-0.014853628288909512,0.0051562092195630935,0.023429709851558872,0.016613612065219045,-0.01311124401985083,-0.047297306177822525,-0.007000285231129714,0.007335314282183526,-0.03230125105928865,-0.08525644994008898,0.044649167581661195,0.049925962877027816,-0.04787768709567075,-0.027178051908332213,0.010923385757093456,-0.006396270800161473,-0.029712909202317634,0.007421889404998545,0.058860656161802506,-0.05050634564360723,-0.0066933458665342565,-0.020138399450456302,1
0.00023864190956300374,-0.006061530887580352,-0.007718697252588374,-0.002346850499024322,-0.0117491166694015,-0.004591278917633504,-0.007522078581255636,-0.0018793291927166542,0.0010306481692481597,0.0018309917765131094,0.001624187247383994,0.0046678976508051145,-0.012467428071817417,-0.010475955640784835,-0.005621680591023657,0.012183792987273158,0.002322164627789389,-0.010319082726621711,-0.0023331262941543476,-0.003947057177212454,-0.001033999529845439,-0.0032496296783125866,0.001695406173415997,0.0014140793749546163,-0.00016545556924191254,-0.0044724586974666655,-0.0002808892778788002,-0.0014796896586675708,0.011275882203485969,-0.008883783585746846,0.005300234270896469,-0.008411675023917693,0.0011679044209775271,-0.004359620597733042,-0.002138057672358857,-0.008788044849680474,-0.002905044946625395,0.0003291688711417037,-0.014043694658566912,0.004523432405172903,-0.01087762467816686,-0.002766791185223999,-0.0013437805395803228,-0.0020706084636810834,-0.008168280176386322,-0.003849390944033602,-0.003960650762879245,-0.003682019287341773,-0.005044304402962862,0.00675889215942173,0
-0.007731572685383603,0.08393002557429045,0.009376085232221764,-0.07782008888643317,0.11589067977773326,0.04449013853769344,0.05246801999086373,0.03395557074971235,-0.01593283876231848,0.07545730188887331,0.08240510214394763,0.019521612335134816,-0.05684929674202087,-0.005976947846117072,-0.011411816081609103,0.009078040710939718,0.07826807541285107,0.1515723266705068,-0.030866604733672625,0.010032908029108174,-0.0029869067610287948,0.0451181272675666,-0.013030175275434076,0.0662654054142571,0.011747450739980637,-0.025656926415704863,0.04869891125399979,-0.030677722433853805,0.08267319807870523,0.07644146527532684,-0.04325473868573631,-0.1203500021190552,0.055580245342419586,0.16569577578636235,0.01412817273545059,-0.03254091272170144,0.08299046291244917,-0.17031230752405915,-0.007803062800051335,0.031598349529631586,0.0001393267137303255,0.011850947114917956,-0.02025581494799934,0.03134562703132809,-0.085126133154365,0.009379916276648179,0.037447857738378436,0.007770010506848577,-0.01707443321519703,0.02020674079632393,1
-0.004788113565301059,-0.006788984979333621,-0.007276181683487018,0.009050440368602001,-0.0023552613551863204,-0.004910912026889002,-0.006510664862651949,-0.003926402720028608,0.00023834097244031235,-0.0006597836508829025,0.0034420636023063007,0.002108931725226876,-0.017849759898398758,-0.013809148059902337,-0.008206110017145973,0.007001500081602291,-0.012634534708253075,-0.006859755096788864,-0.005640248214052566,-0.007691976660120267,-0.008456350878104774,-0.007833746600218456,-0.0035750262817188724,0.002377162140748926,-0.011407556545546942,-0.008778718796177093,0.008437113412451108,-0.011189760229369357,-0.014913628146380068,-0.019710074825275155,-0.0010588704364232814,-0.004245006299624165,-0.024081390624309716,0.004678768885462148,0.011310484269675333,-0.035711476140553915,-0.02250809345525812,0.006075273510045831,-0.011413196036785225,-0.020375016815755168,0.007466002689311691,-0.0025654871664291,-0.013228288615366436,-0.03356783569052675,-0.017047296286057587,-0.021970288185822796,0.035165390924888865,-0.062219623904480464,0.025794065650639596,0.03585038058512666,0
0.005037738353464614,-0.003943002520136171,-0.011234718117558476,-0.005574311454997458,-0.011075084825709496,-0.003949463156296442,-0.007828421537287307,0.0007677980520490362,-0.0034046419101780136,0.0021895310304790613,0.0014003462434378099,-0.005019510277683647,-0.016266663099125857,-0.006435851086697139,-0.021231204894669512,-0.014636549288833423,0.0001777596082732206,-0.014251561197166522,0.004429027451827041,-0.0011819683273205644,-0.021049003725607553,0.008520244479311727,0.027983453323292475,-0.007006824646694268,-0.01226304866770236,0.010604255888477958,0.03494555921411574,-0.0067511198554986804,-0.05455979087833335,0.07970673966030357,0.006354855547517229,-0.030458394579344544,0.007771485782981074,-0.006940064425168392,0.010917789752822137,-0.02698389090289969,-0.026921773713092213,0.02175945081174324,0.00895249005967588,0.003610639922079677,0.005721643204774104,-0.011041025159087637,-0.010440883293958581,-0.015555474216398399,-0.0181584651555384,0.014908287474127173,-0.0016168299635484526,-0.020153210338687354,-0.005624889678172366,-0.024575899105638094,0
0.014611561361151234,0.001416465782402019,-0.011741805173012286,-0.006917879985085724,-0.012090875080257737,-0.0024208135676434006,-0.007984172883888432,-0.003501438825552163,-0.004933258862560382,0.005466849754634916,0.006902128568201918,-0.007637624292482889,-0.0302148832386559,-0.004782965567223752,-0.029700024538184152,-0.022806686169896583,-0.00781364170159691,-0.02210539818518509,0.015942280800863528,-0.005556466927138492,-0.0395231259041702,0.019879788381452008,0.06118288219131044,-0.007328819395887146,-0.025796768697409815,0.03493687836209954,0.07910346235247316,-0.013043219155825632,-0.10741144913205705,0.18267857641964572,0.014481693450816976,-0.0654852011113276,0.029930360505459965,-0.023063999093741485,0.017160278996324774,-0.05238107274341848,-0.05140171189260532,0.06725670686184226,0.03473536708021372,-0.001170988689472064,-0.008861719166781579,-0.026500306281205047,-0.012700121024110379,-0.02030535838153527,-0.01069153548100061,0.026692635443455993,-0.024891594706452587,-0.017514010156578032,0.0022489451943263836,-0.04296925337331453,1
-0.002332078581360595,-0.008462780040586397,-0.003031943876284621,0.0063178506405536,-0.01133773273260607,-0.00938320426592867,-0.0099789950988081,-0.015539515239857582,-0.005399064034940631,-0.01757806480742728,0.03658431059258483,0.021052298862280206,0.009695688283650621,-0.006505432658596337,-0.014098293049832098,0.007918403930920359,-0.011289186674944584,-0.012349972818576482,-0.008660769677569216,0.011556129215202018,-0.0018336531831512999,-0.007491376724623403,-0.01745240217284137,0.03355053399609892,-0.05679275125685858,-0.010030571134236922,-0.02836818765602636,0.010116878131311291,0.012837752989179491,0.008371590370430098,0.01253846313218105,-0.008030482687966906,-0.009465206411480307,-0.006020952647787099,0.011455336316112239,0.0037596757601650144,0.004923709758011815,-0.002402771280045164,-0.02133661768657342,0.0018671754355505821,0.023851478276292446,0.013644717359167587,-0.010649916620549557,0.000994861203853564,-0.01496605075633898,0.0035185719253095892,0.0004060032133550221,0.04071651795492184,-0.014136884296046304,0.01621811858259368,0
-0.0025422280958763872,-0.011207682299031383,-0.027721063164974715,0.006915795437034554,-0.03786170118075765,-0.051524266123054545,0.07495749624391937,0.0003663157116017207,-0.00278251362947749,0.003279713452670458,-0.0034011314375297047,0.012750379362857207,-0.01862668434855789,-0.021244107212099798,-0.034423408942296466,-0.01955421838207821,-0.028396606983937003,-0.051373424628252354,-0.016317167105403534,-0.014611509048630365,-0.008896551551843095,-0.01587836488262862,-0.10594143193964911,0.6135394370768837,-0.10798834484271638,0.22894782720293097,-0.08290322547922074,0.044316405481864905,-0.0695799021353501,0.07645489543671838,-0.00208762564450067,0.044065867266726205,-0.07369197457076154,0.014926559778637414,-0.003564017656751844,0.07011108098742316,0.054850116128841546,-0.005663908549543295,0.013316388280925764,-0.05962926466860125,-0.03673683402589819,0.011486441149053804,0.00971213211148476,0.017114660108052956,0.02554664370575988,-0.01029723753660537,0.02213321798435413,0.007314849712770112,0.019262547338612643,0.02651745999992619,0
